"gsis_id","depth_bin","field_third","attempts","completions","completion_pct","air_yards","yards_per_attempt","epa_per_attempt_raw","success_rate","td_rate","int_rate","explosive_rate","first_down_rate","yac","attempts_total","attempts_charted","attempts_uncharted","epa_overall","attempt_share","epa_per_attempt","evidence_class","output_class","window"
"00-0022787","BEHIND_LOS","LEFT",52,43,0.826923076923077,-3.92307692307692,5.42307692307692,-0.202615059542234,0.384615384615385,0,0.0192307692307692,0.0576923076923077,0.230769230769231,10.5581395348837,1067,1063,4,0.118397595751459,0.0489181561618062,-0.030643994206327,"MODERATE","OBSERVED","career"
"00-0022787","BEHIND_LOS","MIDDLE",20,6,0.3,-4.45,1.85,-0.939022662135086,0.1,0,0.05,0.05,0.1,9.83333333333333,1067,1063,4,0.118397595751459,0.0188146754468485,-0.145957468720177,"WEAK","OBSERVED","career"
"00-0022787","BEHIND_LOS","RIGHT",68,55,0.808823529411765,-3.27941176470588,4.02941176470588,-0.294232258185365,0.352941176470588,0.0294117647058824,0.0294117647058824,0.0441176470588235,0.205882352941176,8.23636363636364,1067,1063,4,0.118397595751459,0.063969896519285,-0.100812014152479,"MODERATE","OBSERVED","career"
"00-0022787","SHORT","LEFT",188,123,0.654255319148936,4.73404255319149,5.6968085106383,-0.0100437768388236,0.521276595744681,0.0212765957446809,0.0319148936170213,0.0372340425531915,0.329787234042553,3.98373983739837,1067,1063,4,0.118397595751459,0.176857949200376,0.0210307487878577,"STRONG","OBSERVED","career"
"00-0022787","SHORT","MIDDLE",175,132,0.754285714285714,4.42285714285714,6.08571428571428,0.0633474260053527,0.485714285714286,0.0571428571428571,0.0171428571428572,0.0457142857142857,0.314285714285714,3.78030303030303,1067,1063,4,0.118397595751459,0.164628410159925,0.0774027884937203,"STRONG","OBSERVED","career"
"00-0022787","SHORT","RIGHT",209,144,0.688995215311005,4.49760765550239,5.65071770334928,0.114997209026863,0.516746411483254,0.0430622009569378,0.00956937799043062,0.0478468899521531,0.311004784688995,3.76388888888889,1067,1063,4,0.118397595751459,0.196613358419567,0.115755659597405,"STRONG","OBSERVED","career"
"00-0022787","INTERMEDIATE","LEFT",89,51,0.573033707865169,13.8314606741573,10.3033707865169,0.490625408185667,0.573033707865169,0.0224719101123595,0.0337078651685393,0.303370786516854,0.561797752808989,4.49019607843137,1067,1063,4,0.118397595751459,0.083725305738476,0.340735013916858,"MODERATE","OBSERVED","career"
"00-0022787","INTERMEDIATE","MIDDLE",85,59,0.694117647058823,14.0823529411765,12.4352941176471,0.759241192282158,0.694117647058823,0.011764705882353,0.0235294117647059,0.458823529411765,0.658823529411765,3.79661016949153,1067,1063,4,0.118397595751459,0.0799623706491063,0.494064531648765,"MODERATE","OBSERVED","career"
"00-0022787","INTERMEDIATE","RIGHT",84,35,0.416666666666667,13.952380952381,6.54761904761905,0.0464754601910908,0.404761904761905,0.0357142857142857,0.0476190476190476,0.178571428571429,0.416666666666667,2,1067,1063,4,0.118397595751459,0.0790216368767639,0.0764430166745776,"MODERATE","OBSERVED","career"
"00-0022787","DEEP","LEFT",40,9,0.225,28.3,6.475,-0.152907859066359,0.225,0.025,0.075,0.225,0.225,4.33333333333333,1067,1063,4,0.118397595751459,0.0376293508936971,0.00987541382433196,"MODERATE","OBSERVED","career"
"00-0022787","DEEP","MIDDLE",23,11,0.478260869565217,30.1739130434783,17.7391304347826,0.816789179067523,0.521739130434783,0.217391304347826,0.173913043478261,0.478260869565217,0.521739130434783,5.09090909090909,1067,1063,4,0.118397595751459,0.0216368767638758,0.311927793537838,"WEAK","OBSERVED","career"
"00-0022787","DEEP","RIGHT",30,12,0.4,26.3666666666667,12.2333333333333,0.597225495782621,0.4,0.0333333333333333,0.0333333333333333,0.4,0.4,5.16666666666667,1067,1063,4,0.118397595751459,0.0282220131702728,0.278006895761847,"WEAK","OBSERVED","career"
"00-0022803","BEHIND_LOS","LEFT",217,160,0.737327188940092,-3.22119815668203,4.03225806451613,-0.287037110932653,0.345622119815668,0.00460829493087558,0.0230414746543779,0.032258064516129,0.170506912442396,8.64375,4195,4193,2,0.104648551100441,0.0517529215358932,-0.202195451286495,"STRONG","OBSERVED","career"
"00-0022803","BEHIND_LOS","MIDDLE",49,33,0.673469387755102,-3.59183673469388,4.61224489795918,-0.272514943934599,0.36734693877551,0.0204081632653061,0.0204081632653061,0.122448979591837,0.204081632653061,10.3636363636364,4195,4193,2,0.104648551100441,0.011686143572621,-0.0649020108877877,"MODERATE","OBSERVED","career"
"00-0022803","BEHIND_LOS","RIGHT",255,197,0.772549019607843,-3.3921568627451,5.37254901960784,-0.14082396286963,0.341176470588235,0.011764705882353,0,0.0823529411764706,0.172549019607843,10.3502538071066,4195,4193,2,0.104648551100441,0.0608156451228238,-0.0940672935419972,"STRONG","OBSERVED","career"
"00-0022803","SHORT","LEFT",775,516,0.665806451612903,4.22838709677419,5.22709677419355,-0.0612781225127446,0.478709677419355,0.0348387096774194,0.0167741935483871,0.0425806451612903,0.27741935483871,3.72868217054263,4195,4193,2,0.104648551100441,0.18483186262819,-0.0493552477620965,"STRONG","OBSERVED","career"
"00-0022803","SHORT","MIDDLE",683,488,0.714494875549048,4.51830161054173,6.47730600292826,0.175034075187271,0.546120058565154,0.0483162518301611,0.0190336749633968,0.0600292825768668,0.349926793557833,4.49385245901639,4195,4193,2,0.104648551100441,0.162890531838779,0.169350183605562,"STRONG","OBSERVED","career"
"00-0022803","SHORT","RIGHT",825,561,0.68,4.08969696969697,5.28727272727273,-0.0545819506126581,0.473939393939394,0.0472727272727272,0.0193939393939394,0.0424242424242424,0.284848484848485,3.82174688057041,4195,4193,2,0.104648551100441,0.196756498926783,-0.0437866623609226,"STRONG","OBSERVED","career"
"00-0022803","INTERMEDIATE","LEFT",289,147,0.508650519031142,13.6608996539792,8.31487889273357,0.280155509373137,0.505190311418685,0.0519031141868512,0.0484429065743945,0.228373702422145,0.477508650519031,3.08163265306123,4195,4193,2,0.104648551100441,0.0689243978058669,0.249982393337717,"STRONG","OBSERVED","career"
"00-0022803","INTERMEDIATE","MIDDLE",294,188,0.639455782312925,13.3707482993197,11.8299319727891,0.76991393546857,0.629251700680272,0.0578231292517007,0.0272108843537415,0.363945578231293,0.615646258503401,5.29255319148936,4195,4193,2,0.104648551100441,0.0701168614357262,0.657157090660413,"STRONG","OBSERVED","career"
"00-0022803","INTERMEDIATE","RIGHT",325,155,0.476923076923077,13.5169230769231,8.08307692307692,0.113665503735062,0.470769230769231,0.0215384615384615,0.04,0.218461538461538,0.449230769230769,3.51612903225806,4195,4193,2,0.104648551100441,0.0775101359408538,0.112260264363433,"STRONG","OBSERVED","career"
"00-0022803","DEEP","LEFT",189,56,0.296296296296297,28.973544973545,9.70370370370371,0.120213202520747,0.296296296296297,0.0529100529100529,0.0740740740740741,0.296296296296296,0.296296296296297,4.42857142857143,4195,4193,2,0.104648551100441,0.0450751252086811,0.116462684106216,"STRONG","OBSERVED","career"
"00-0022803","DEEP","MIDDLE",93,34,0.365591397849462,31.5161290322581,14,0.720932062526515,0.365591397849462,0.118279569892473,0.10752688172043,0.365591397849462,0.365591397849462,8,4195,4193,2,0.104648551100441,0.0221798235153828,0.479252254124133,"MODERATE","OBSERVED","career"
"00-0022803","DEEP","RIGHT",199,69,0.346733668341708,28.1859296482412,12.5226130653266,0.459435604248302,0.351758793969849,0.085427135678392,0.0402010050251257,0.346733668341709,0.346733668341708,8.04347826086957,4195,4193,2,0.104648551100441,0.0474600524683997,0.377245553326018,"STRONG","OBSERVED","career"
"00-0022864","BEHIND_LOS","LEFT",2,2,1,-4.5,8,0.141533942311071,0.5,0,0,0,0.5,12.5,40,40,0,0.271892559211129,0.05,0.267687442536933,"INSUFFICIENT","OBSERVED","career"
"00-0022864","BEHIND_LOS","MIDDLE",0,0,,,,,,,,,,,40,40,0,0.271892559211129,0,0.271892559211129,"INSUFFICIENT","OBSERVED","career"
"00-0022864","BEHIND_LOS","RIGHT",3,3,1,-3,6,0.0754943744589885,0.333333333333333,0,0,0,0.333333333333333,9,40,40,0,0.271892559211129,0.075,0.262540264699122,"INSUFFICIENT","OBSERVED","career"
"00-0022864","SHORT","LEFT",9,9,1,3.55555555555556,8.77777777777778,0.29996765884187,0.555555555555556,0,0,0.111111111111111,0.555555555555556,5.22222222222222,40,40,0,0.271892559211129,0.225,0.275554528728182,"INSUFFICIENT","OBSERVED","career"
"00-0022864","SHORT","MIDDLE",4,3,0.75,2.5,6.5,-0.765477611334063,0.5,0,0,0,0.25,5.33333333333333,40,40,0,0.271892559211129,0.1,0.207056923552054,"INSUFFICIENT","OBSERVED","career"
